,Row ID,Order ID,Order Date,Contact Name,Country,City,Customer,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Order Month,Order Month Name,Order Year
5417,5418,AMER-2020-132542,2020-10-06,Kimberly North,Costa Rica,San José,Carrefour,Retail,Strategic,ContactMatcher,15.36,2,0.0,7.68,10,October,2020
5418,5419,APJ-2021-110877,2021-10-23,Kimberly Manning,Japan,Tokyo,AmerisourceBergen,Healthcare,SMB,Support,36.288,7,0.2,12.7008,10,October,2021
5419,5420,APJ-2021-110877,2021-10-23,Kimberly Manning,Japan,Tokyo,AmerisourceBergen,Healthcare,SMB,Site Analytics,150.384,2,0.2,15.0384,10,October,2021
5420,5421,EMEA-2022-151827,2022-04-01,Colin Morgan,France,Paris,Boeing,Manufacturing,SMB,Site Analytics,280.782,3,0.4,-60.8361,4,April,2022
5421,5422,EMEA-2022-151827,2022-04-01,Colin Morgan,France,Paris,Boeing,Manufacturing,SMB,Data Smasher,31.984,2,0.2,1.1994,4,April,2022
5422,5423,AMER-2022-163258,2022-12-30,Adam Manning,United States,New York City,Amazon,Tech,SMB,ContactMatcher,11.232,3,0.2,3.9312,12,December,2022
5423,5424,EMEA-2023-103009,2023-11-04,Christian Lyman,Ireland,Cork,Phillips 66,Energy,Strategic,Support,26.4,5,0.0,11.88,11,November,2023
5424,5425,EMEA-2023-120649,2023-01-21,Caroline Burgess,Saudi Arabia,Riyadh,J.P. Morgan Chase & Co.,Finance,SMB,ChatBot Plugin,3.52,2,0.0,1.0208,1,January,2023
5425,5426,AMER-2022-153598,2022-12-04,Amy Edmunds,United States,New York City,Goldman Sachs Group,Finance,SMB,Data Smasher,1649.95,5,0.0,659.98,12,December,2022
5426,5427,AMER-2022-153598,2022-12-04,Amy Edmunds,United States,New York City,Goldman Sachs Group,Finance,SMB,SaaS Connector Pack,111.9,6,0.0,51.474,12,December,2022
5427,5428,AMER-2022-108497,2022-06-15,Lily Blake,United States,New York City,Intel,Tech,Enterprise,Marketing Suite,599.165,5,0.15,35.245,6,June,2022
5428,5429,AMER-2022-113096,2022-09-03,Claire Henderson,United States,Los Angeles,State Farm Insurance Cos.,Finance,Enterprise,Marketing Suite - Gold,46.53,3,0.0,12.0978,9,September,2022
5429,5430,EMEA-2020-136861,2020-09-05,Megan Rampling,Germany,Leipzig,Mondelez International,Consumer Products,SMB,SaaS Connector Pack,31.984,2,0.2,1.999,9,September,2020
5430,5431,AMER-2023-117422,2023-10-22,Sean Randall,Mexico,Guadalajara,Toyota Motor,Manufacturing,Enterprise,OneView,161.568,2,0.2,16.1568,10,October,2023
5431,5432,AMER-2023-117422,2023-10-22,Sean Randall,Mexico,Guadalajara,Toyota Motor,Manufacturing,Enterprise,Support,4.064,1,0.2,1.3716,10,October,2023
5432,5433,AMER-2023-117422,2023-10-22,Sean Randall,Mexico,Guadalajara,Toyota Motor,Manufacturing,Enterprise,ContactMatcher,6.216,4,0.7,-4.9728,10,October,2023
5433,5434,AMER-2023-129707,2023-04-26,Lauren Peters,Chile,Santiago,FedEx,Transportation,SMB,ChatBot Plugin,8.896,4,0.2,0.6672,4,April,2023
5434,5435,AMER-2021-160171,2021-10-19,Brian Short,United States,New York City,Merck,Healthcare,Enterprise,OneView,1640.7,5,0.0,459.396,10,October,2021
5435,5436,AMER-2021-160171,2021-10-19,Brian Short,United States,New York City,Merck,Healthcare,Enterprise,Data Smasher,270.0,3,0.0,97.2,10,October,2021
5436,5437,EMEA-2020-103317,2020-07-05,Sebastian Young,Germany,Leipzig,Volkswagen,Manufacturing,Strategic,SaaS Connector Pack,19.52,2,0.2,5.368,7,July,2020
5437,5438,EMEA-2020-103317,2020-07-05,Sebastian Young,Germany,Leipzig,Volkswagen,Manufacturing,Strategic,ContactMatcher,9.81,5,0.7,-6.867,7,July,2020
5438,5439,EMEA-2020-103317,2020-07-05,Sebastian Young,Germany,Leipzig,Volkswagen,Manufacturing,Strategic,SaaS Connector Pack,213.216,3,0.2,15.9912,7,July,2020
5439,5440,EMEA-2022-167115,2022-04-05,Keith Morrison,United Kingdom,London,Aetna,Healthcare,SMB,ContactMatcher,588.784,2,0.2,183.995,4,April,2022
5440,5441,EMEA-2023-153633,2023-11-14,Keith Paige,Germany,Munich,Bank of America Corp.,Finance,SMB,ChatBot Plugin,2.064,1,0.2,0.1548,11,November,2023
5441,5442,AMER-2023-155929,2023-09-10,Emma Greene,Chile,Santiago,FedEx,Transportation,SMB,Support,6.368,2,0.2,2.388,9,September,2023
5442,5443,EMEA-2021-148712,2021-04-17,Liam Murray,United Kingdom,London,American Express,Finance,SMB,Data Smasher,99.6,1,0.0,36.852,4,April,2021
5443,5444,EMEA-2021-148712,2021-04-17,Liam Murray,United Kingdom,London,American Express,Finance,SMB,ContactMatcher,62.296,13,0.2,21.0249,4,April,2021
5444,5445,EMEA-2021-148712,2021-04-17,Liam Murray,United Kingdom,London,American Express,Finance,SMB,ChatBot Plugin,10.71,3,0.0,2.7846,4,April,2021
5445,5446,APJ-2022-128307,2022-07-26,Neil Smith,Japan,Tokyo,UnitedHealth Group,Healthcare,Enterprise,SaaS Connector Pack - Gold,20.936,1,0.2,7.0659,7,July,2022
5446,5447,EMEA-2022-127425,2022-08-27,Carol James,United Kingdom,London,AmerisourceBergen,Healthcare,Strategic,Site Analytics,33.0,6,0.0,8.25,8,August,2022
5447,5448,EMEA-2022-127425,2022-08-27,Carol James,United Kingdom,London,AmerisourceBergen,Healthcare,Strategic,Data Smasher,249.95,5,0.0,87.4825,8,August,2022
5448,5449,APJ-2020-119081,2020-09-12,Jennifer Payne,Indonesia,Jakarta,Trafigura Group,Finance,Enterprise,Support,357.93,3,0.0,7.1586,9,September,2020
5449,5450,APJ-2020-119081,2020-09-12,Jennifer Payne,Indonesia,Jakarta,Trafigura Group,Finance,Enterprise,Data Smasher,57.4,5,0.0,10.906,9,September,2020
5450,5451,APJ-2020-119081,2020-09-12,Jennifer Payne,Indonesia,Jakarta,Trafigura Group,Finance,Enterprise,ContactMatcher,331.96,2,0.0,149.382,9,September,2020
5451,5452,APJ-2020-119081,2020-09-12,Jennifer Payne,Indonesia,Jakarta,Trafigura Group,Finance,Enterprise,SaaS Connector Pack,40.56,2,0.0,12.9792,9,September,2020
5452,5453,EMEA-2022-140613,2022-07-23,Carl Ince,Israel,Jerusalem,Intel,Tech,Enterprise,Support,86.2,5,0.0,24.998,7,July,2022
5453,5454,APJ-2023-108700,2023-05-20,Christian Lyman,Australia,Melbourne,Phillips 66,Energy,Strategic,Support,38.016,6,0.2,13.7808,5,May,2023
5454,5455,EMEA-2023-160962,2023-04-29,Molly Rutherford,France,Paris,PepsiCo,Consumer Products,Strategic,Marketing Suite - Gold,8.384,1,0.2,0.7336,4,April,2023
5455,5456,EMEA-2023-160962,2023-04-29,Molly Rutherford,France,Paris,PepsiCo,Consumer Products,Strategic,ChatBot Plugin,6.848,2,0.2,0.7704,4,April,2023
5456,5457,AMER-2023-130631,2023-12-30,Michelle McLean,Canada,Montreal,Johnson & Johnson,Healthcare,SMB,Storage,19.6,5,0.0,9.604,12,December,2023
5457,5458,AMER-2023-130631,2023-12-30,Michelle McLean,Canada,Montreal,Johnson & Johnson,Healthcare,SMB,SaaS Connector Pack,68.46,2,0.0,20.538,12,December,2023
5458,5459,AMER-2023-116680,2023-09-05,Claire Welch,United States,Los Angeles,Toyota Motor,Manufacturing,SMB,ContactMatcher,13.344,6,0.2,4.3368,9,September,2023
5459,5460,AMER-2023-116680,2023-09-05,Claire Welch,United States,Los Angeles,Toyota Motor,Manufacturing,SMB,ContactMatcher,1478.272,8,0.2,92.392,9,September,2023
5460,5461,EMEA-2020-107405,2020-03-21,Dylan Terry,Sweden,Stockholm,HSBC Holdings,Finance,Strategic,Marketing Suite - Gold,16.272,1,0.2,-3.8646,3,March,2020
5461,5462,AMER-2023-101574,2023-09-29,Leonard Nash,United States,New York City,Berkshire Hathaway,Finance,SMB,SaaS Connector Pack,9.24,3,0.0,4.4352,9,September,2023
5462,5463,AMER-2020-146591,2020-01-20,Sonia Parsons,Chile,Puente Alto,Pemex,Energy,SMB,ContactMatcher,32.34,10,0.7,-23.716,1,January,2020
5463,5464,AMER-2020-146591,2020-01-20,Sonia Parsons,Chile,Puente Alto,Pemex,Energy,SMB,Support,56.064,4,0.2,19.6224,1,January,2020
5464,5465,AMER-2020-146591,2020-01-20,Sonia Parsons,Chile,Puente Alto,Pemex,Energy,SMB,SaaS Connector Pack - Gold,108.72,5,0.2,36.693,1,January,2020
5465,5466,AMER-2020-146591,2020-01-20,Sonia Parsons,Chile,Puente Alto,Pemex,Energy,SMB,Marketing Suite,181.47,5,0.7,-320.597,1,January,2020
5466,5467,APJ-2020-107706,2020-02-15,Katherine Graham,Japan,Tokyo,UnitedHealth Group,Healthcare,SMB,Support,16.176,3,0.2,6.066,2,February,2020
5467,5468,AMER-2022-122448,2022-06-10,Karen Taylor,United States,Los Angeles,Coca-Cola,Consumer Products,SMB,FinanceHub,122.352,3,0.2,13.7646,6,June,2022
5468,5469,AMER-2020-132451,2020-09-26,Lucas Newman,United States,Seattle,Allstate,Finance,Enterprise,FinanceHub,585.552,3,0.2,73.194,9,September,2020
5469,5470,AMER-2020-132451,2020-09-26,Lucas Newman,United States,Seattle,Allstate,Finance,Enterprise,Support,19.44,3,0.0,9.3312,9,September,2020
5470,5471,AMER-2022-158547,2022-05-31,Amelia Chapman,Mexico,Mexico City,Bosch,Tech,SMB,OneView,123.92,5,0.2,9.294,5,May,2022
5471,5472,EMEA-2023-116946,2023-12-20,Austin Randall,Russia,Yekaterinburg,Johnson & Johnson,Healthcare,SMB,SaaS Connector Pack,13.36,5,0.2,4.008,12,December,2023
5472,5473,EMEA-2023-116946,2023-12-20,Austin Randall,Russia,Yekaterinburg,Johnson & Johnson,Healthcare,SMB,Marketing Suite - Gold,78.256,2,0.2,-17.6076,12,December,2023
5473,5474,EMEA-2023-116946,2023-12-20,Austin Randall,Russia,Yekaterinburg,Johnson & Johnson,Healthcare,SMB,Marketing Suite,102.018,7,0.7,-183.6324,12,December,2023
5474,5475,AMER-2023-121741,2023-12-27,Amy Paterson,Costa Rica,San José,Chevron,Energy,Strategic,Marketing Suite - Gold,750.68,2,0.0,37.534,12,December,2023
5475,5476,EMEA-2023-169691,2023-06-16,Sally Nolan,Luxembourg,Luxembourg,Lukoil,Energy,Enterprise,FinanceHub,44.4,3,0.0,22.2,6,June,2023
5476,5477,EMEA-2023-169691,2023-06-16,Sally Nolan,Luxembourg,Luxembourg,Lukoil,Energy,Enterprise,Marketing Suite - Gold,84.55,5,0.0,22.8285,6,June,2023
5477,5478,EMEA-2023-169691,2023-06-16,Sally Nolan,Luxembourg,Luxembourg,Lukoil,Energy,Enterprise,Support,17.94,3,0.0,8.7906,6,June,2023
5478,5479,APJ-2022-121356,2022-11-21,Justin Randall,Philippines,Quezon City,Wells Fargo,Finance,SMB,ContactMatcher,128.4,3,0.0,62.916,11,November,2022
5479,5480,EMEA-2020-101770,2020-03-31,James Butler,Germany,Hamburg,Berkshire Hathaway,Finance,Strategic,ContactMatcher,1.869,1,0.7,-1.3083,3,March,2020
5480,5481,AMER-2023-105487,2023-10-09,Anthony Mackay,United States,Seattle,Bosch,Tech,Strategic,Site Analytics,103.192,1,0.2,11.6091,10,October,2023
5481,5482,AMER-2023-105487,2023-10-09,Anthony Mackay,United States,Seattle,Bosch,Tech,Strategic,Data Smasher,36.0,2,0.0,6.48,10,October,2023
5482,5483,AMER-2023-105487,2023-10-09,Anthony Mackay,United States,Seattle,Bosch,Tech,Strategic,Data Smasher,239.96,4,0.0,115.1808,10,October,2023
5483,5484,AMER-2023-105487,2023-10-09,Anthony Mackay,United States,Seattle,Bosch,Tech,Strategic,Marketing Suite - Gold,40.68,2,0.0,0.4068,10,October,2023
5484,5485,EMEA-2023-148999,2023-01-31,Jonathan Ferguson,Germany,Hamburg,McKesson,Consumer Products,SMB,FinanceHub,419.136,4,0.2,-68.1096,1,January,2023
5485,5486,EMEA-2020-107573,2020-12-12,Lily North,Germany,Hamburg,American Express,Finance,SMB,SaaS Connector Pack - Gold,23.472,3,0.2,7.6284,12,December,2020
5486,5487,APJ-2021-156608,2021-10-24,Alison Fisher,Japan,Osaka,Sony,Tech,Enterprise,ContactMatcher,3.592,4,0.8,-6.286,10,October,2021
5487,5488,EMEA-2023-134495,2023-04-02,Colin Bell,Germany,Berlin,Enel,Energy,Strategic,Site Analytics,23.976,3,0.2,-5.6943,4,April,2023
5488,5489,EMEA-2023-134495,2023-04-02,Colin Bell,Germany,Berlin,Enel,Energy,Strategic,FinanceHub,6.264,3,0.2,2.0358,4,April,2023
5489,5490,EMEA-2023-134495,2023-04-02,Colin Bell,Germany,Berlin,Enel,Energy,Strategic,OneView,20.808,3,0.2,1.8207,4,April,2023
5490,5491,EMEA-2023-134495,2023-04-02,Colin Bell,Germany,Berlin,Enel,Energy,Strategic,FinanceHub,218.352,3,0.2,-19.1058,4,April,2023
5491,5492,APJ-2023-164098,2023-01-27,Nathan Bell,Japan,Tokyo,Chevron,Energy,SMB,Marketing Suite - Gold,18.16,2,0.2,1.816,1,January,2023
5492,5493,AMER-2020-105249,2020-11-28,Ryan Kerr,United States,Los Angeles,Sony,Tech,Enterprise,Support,7.36,2,0.0,0.1472,11,November,2020
5493,5494,AMER-2020-105249,2020-11-28,Ryan Kerr,United States,Los Angeles,Sony,Tech,Enterprise,FinanceHub,41.4,4,0.0,19.872,11,November,2020
5494,5495,AMER-2020-105249,2020-11-28,Ryan Kerr,United States,Los Angeles,Sony,Tech,Enterprise,Marketing Suite,411.332,4,0.15,-4.8392,11,November,2020
5495,5496,EMEA-2021-113523,2021-09-04,Carol Greene,France,Paris,Boeing,Manufacturing,Strategic,ContactMatcher,7.656,4,0.7,-6.1248,9,September,2021
5496,5497,AMER-2023-117821,2023-06-13,Luke Ross,Mexico,Mexico City,Philip Morris International,Consumer Products,SMB,Data Smasher,63.92,2,0.2,19.176,6,June,2023
5497,5498,EMEA-2023-164378,2023-07-16,Alison Miller,United Kingdom,London,HSBC Holdings,Finance,SMB,ChatBot Plugin,6.56,2,0.0,1.9024,7,July,2023
5498,5499,EMEA-2023-164378,2023-07-16,Alison Miller,United Kingdom,London,HSBC Holdings,Finance,SMB,FinanceHub,7.83,3,0.0,3.6018,7,July,2023
5499,5500,EMEA-2023-164378,2023-07-16,Alison Miller,United Kingdom,London,HSBC Holdings,Finance,SMB,Data Smasher,41.9,2,0.0,8.799,7,July,2023
5500,5501,EMEA-2023-164378,2023-07-16,Alison Miller,United Kingdom,London,HSBC Holdings,Finance,SMB,FinanceHub,664.146,6,0.1,88.5528,7,July,2023
5501,5502,EMEA-2023-164378,2023-07-16,Alison Miller,United Kingdom,London,HSBC Holdings,Finance,SMB,Support,8.96,2,0.0,4.3904,7,July,2023
5502,5503,EMEA-2023-127782,2023-11-03,Lily Hardacre,France,Paris,Oracle,Tech,Strategic,SaaS Connector Pack,3.312,1,0.2,0.6624,11,November,2023
5503,5504,EMEA-2023-127782,2023-11-03,Lily Hardacre,France,Paris,Oracle,Tech,Strategic,OneView,20.136,3,0.2,1.2585,11,November,2023
5504,5505,EMEA-2023-127782,2023-11-03,Lily Hardacre,France,Paris,Oracle,Tech,Strategic,SaaS Connector Pack - Gold,8.856,3,0.2,2.8782,11,November,2023
5505,5506,EMEA-2023-127782,2023-11-03,Lily Hardacre,France,Paris,Oracle,Tech,Strategic,Site Analytics,859.2,4,0.4,-186.16,11,November,2023
5506,5507,AMER-2022-162026,2022-10-09,Anne Lee,United States,New York City,Oracle,Tech,SMB,Support,61.96,2,0.0,27.882,10,October,2022
5507,5508,EMEA-2022-150000,2022-04-09,Charles Churchill,Finland,Tampere,Lowes,Retail,SMB,SaaS Connector Pack - Gold,17.92,4,0.0,8.6016,4,April,2022
5508,5509,AMER-2021-168529,2021-10-08,Tracey Knox,United States,Los Angeles,Gazprom,Energy,SMB,SaaS Connector Pack,145.9,5,0.0,62.737,10,October,2021
5509,5510,APJ-2023-152569,2023-05-16,Joanne Hemmings,Australia,Sydney,Walmart,Retail,SMB,Support,56.704,2,0.2,19.1376,5,May,2023
5510,5511,APJ-2023-152569,2023-05-16,Joanne Hemmings,Australia,Sydney,Walmart,Retail,SMB,Site Analytics,11.12,2,0.2,3.475,5,May,2023
5511,5512,EMEA-2020-137680,2020-02-25,Theresa Paige,Belgium,Antwerp,Panasonic,Tech,SMB,Support,32.896,4,0.2,11.1024,2,February,2020
5512,5513,EMEA-2020-137680,2020-02-25,Theresa Paige,Belgium,Antwerp,Panasonic,Tech,SMB,Support,22.776,3,0.2,7.6869,2,February,2020
5513,5514,EMEA-2021-103177,2021-05-30,Frank Metcalfe,United Kingdom,London,Itochu,Finance,SMB,Site Analytics,239.97,3,0.0,2.3997,5,May,2021
5514,5515,EMEA-2021-103177,2021-05-30,Frank Metcalfe,United Kingdom,London,Itochu,Finance,SMB,OneView,160.32,2,0.0,44.8896,5,May,2021
5515,5516,EMEA-2021-103177,2021-05-30,Frank Metcalfe,United Kingdom,London,Itochu,Finance,SMB,Site Analytics,128.85,3,0.0,3.8655,5,May,2021
5516,5517,EMEA-2022-138408,2022-11-19,Max Ross,Portugal,Lisboa,Goldman Sachs Group,Finance,Strategic,Data Smasher,1319.96,4,0.0,527.984,11,November,2022
5517,5518,EMEA-2023-117667,2023-12-05,Irene Smith,France,Paris,Toyota Motor,Manufacturing,Strategic,FinanceHub,239.96,10,0.3,-10.284,12,December,2023
5518,5519,EMEA-2023-117667,2023-12-05,Irene Smith,France,Paris,Toyota Motor,Manufacturing,Strategic,SaaS Connector Pack,54.768,2,0.2,6.846,12,December,2023
5519,5520,EMEA-2023-117667,2023-12-05,Irene Smith,France,Paris,Toyota Motor,Manufacturing,Strategic,ChatBot Plugin,13.392,3,0.2,3.1806,12,December,2023
5520,5521,EMEA-2023-117667,2023-12-05,Irene Smith,France,Paris,Toyota Motor,Manufacturing,Strategic,Support,23.92,5,0.2,8.671,12,December,2023
5521,5522,EMEA-2023-117667,2023-12-05,Irene Smith,France,Paris,Toyota Motor,Manufacturing,Strategic,Data Smasher,255.968,4,0.2,-28.7964,12,December,2023
5522,5523,AMER-2022-110982,2022-06-06,Evan Ince,United States,Rochester,Banco Santander,Finance,SMB,ContactMatcher,21.552,6,0.2,7.0044,6,June,2022
5523,5524,AMER-2022-110982,2022-06-06,Evan Ince,United States,Rochester,Banco Santander,Finance,SMB,OneView,58.24,4,0.0,15.7248,6,June,2022
5524,5525,AMER-2022-147123,2022-12-11,Liam Young,United States,Jacksonville,FedEx,Transportation,Enterprise,Support,80.28,12,0.0,36.9288,12,December,2022
5525,5526,AMER-2023-154501,2023-05-01,Lily Paterson,United States,New York City,Carrefour,Retail,Strategic,ChatBot Plugin,9.78,2,0.0,4.0098,5,May,2023
5526,5527,AMER-2023-166933,2023-04-25,Pippa Chapman,United States,San Antonio,China National Petroleum,Energy,Enterprise,Storage,1.81,1,0.0,0.6516,4,April,2023
5527,5528,EMEA-2021-142055,2021-05-08,Nathan Marshall,United Kingdom,London,Royal Dutch Shell,Energy,Enterprise,Support,37.94,2,0.0,18.2112,5,May,2021
5528,5529,EMEA-2021-137106,2021-03-31,Emma Stewart,Germany,Berlin,Marathon Petroleum,Energy,Strategic,Site Analytics,79.96,5,0.2,27.986,3,March,2021
5529,5530,APJ-2023-136609,2023-08-07,Andrew Smith,Japan,Osaka,Johnson & Johnson,Healthcare,Strategic,Support,115.296,3,0.2,40.3536,8,August,2023
5530,5531,AMER-2023-160885,2023-12-03,Sam Lawrence,Costa Rica,San José,Cisco Systems,Tech,SMB,Site Analytics,2479.96,4,0.0,743.988,12,December,2023
5531,5532,EMEA-2022-167472,2022-06-07,Carolyn Ross,United Arab Emirates,Abu Dhabi,Airbus,Manufacturing,SMB,Data Smasher,179.94,6,0.0,75.5748,6,June,2022
5532,5533,EMEA-2022-167472,2022-06-07,Carolyn Ross,United Arab Emirates,Abu Dhabi,Airbus,Manufacturing,SMB,Data Smasher,26.85,3,0.0,5.1015,6,June,2022
5533,5534,EMEA-2022-167472,2022-06-07,Carolyn Ross,United Arab Emirates,Abu Dhabi,Airbus,Manufacturing,SMB,Data Smasher,323.37,3,0.0,129.348,6,June,2022
5534,5535,EMEA-2022-167472,2022-06-07,Carolyn Ross,United Arab Emirates,Abu Dhabi,Airbus,Manufacturing,SMB,Support,59.94,3,0.0,28.1718,6,June,2022
5535,5536,EMEA-2022-167472,2022-06-07,Carolyn Ross,United Arab Emirates,Abu Dhabi,Airbus,Manufacturing,SMB,ContactMatcher,64.14,3,0.0,30.7872,6,June,2022
5536,5537,EMEA-2022-167472,2022-06-07,Carolyn Ross,United Arab Emirates,Abu Dhabi,Airbus,Manufacturing,SMB,ContactMatcher,11.67,3,0.0,5.6016,6,June,2022
5537,5538,EMEA-2022-167472,2022-06-07,Carolyn Ross,United Arab Emirates,Abu Dhabi,Airbus,Manufacturing,SMB,Support,12.96,2,0.0,6.2208,6,June,2022
5538,5539,AMER-2021-120551,2021-04-13,Connor Watson,Costa Rica,San José,Tesco,Retail,SMB,ContactMatcher,17.43,3,0.0,8.0178,4,April,2021
5539,5540,APJ-2023-150595,2023-05-23,Pippa Smith,Australia,Sydney,Johnson & Johnson,Healthcare,SMB,FinanceHub,181.986,2,0.3,-54.5958,5,May,2023
5540,5541,APJ-2023-150595,2023-05-23,Pippa Smith,Australia,Sydney,Johnson & Johnson,Healthcare,SMB,ContactMatcher,1.592,2,0.8,-2.6268,5,May,2023
5541,5542,APJ-2023-150595,2023-05-23,Pippa Smith,Australia,Sydney,Johnson & Johnson,Healthcare,SMB,Support,22.344,3,0.2,2.5137,5,May,2023
5542,5543,AMER-2022-134936,2022-12-20,Sophie Lewis,Chile,Santiago,Samsung Electronics,Tech,Strategic,ContactMatcher,455.97,6,0.5,-218.8656,12,December,2022
5543,5544,AMER-2022-134936,2022-12-20,Sophie Lewis,Chile,Santiago,Samsung Electronics,Tech,Strategic,ContactMatcher,10.44,6,0.7,-7.656,12,December,2022
5544,5545,AMER-2022-134936,2022-12-20,Sophie Lewis,Chile,Santiago,Samsung Electronics,Tech,Strategic,ContactMatcher,5.214,2,0.7,-4.1712,12,December,2022
5545,5546,EMEA-2023-102967,2023-09-23,Pippa Chapman,Greece,Athens,China National Petroleum,Energy,Enterprise,Marketing Suite - Gold,67.4,5,0.0,17.524,9,September,2023
5546,5547,EMEA-2023-151008,2023-09-08,Amelia Chapman,Turkey,Bursa,Bosch,Tech,SMB,SaaS Connector Pack,25.16,2,0.0,10.5672,9,September,2023
5547,5548,EMEA-2023-151008,2023-09-08,Amelia Chapman,Turkey,Bursa,Bosch,Tech,SMB,Site Analytics,126.56,4,0.2,47.46,9,September,2023
5548,5549,AMER-2020-159800,2020-11-28,Kimberly Langdon,United States,Los Angeles,Home Depot,Retail,SMB,OneView,43.68,3,0.0,11.7936,11,November,2020
5549,5550,AMER-2020-159800,2020-11-28,Kimberly Langdon,United States,Los Angeles,Home Depot,Retail,SMB,Data Smasher,139.93,7,0.0,34.9825,11,November,2020
5550,5551,APJ-2020-159618,2020-11-12,Lisa Lawrence,Japan,Tokyo,J.P. Morgan Chase & Co.,Finance,Strategic,ChatBot Plugin,2.672,1,0.2,0.334,11,November,2020
5551,5552,APJ-2020-159618,2020-11-12,Lisa Lawrence,Japan,Tokyo,J.P. Morgan Chase & Co.,Finance,Strategic,Support,16.656,6,0.2,-3.123,11,November,2020
5552,5553,APJ-2020-159618,2020-11-12,Lisa Lawrence,Japan,Tokyo,J.P. Morgan Chase & Co.,Finance,Strategic,Data Smasher,79.512,3,0.2,20.8719,11,November,2020
5553,5554,APJ-2020-159618,2020-11-12,Lisa Lawrence,Japan,Tokyo,J.P. Morgan Chase & Co.,Finance,Strategic,Support,36.288,7,0.2,12.7008,11,November,2020
5554,5555,APJ-2020-159618,2020-11-12,Lisa Lawrence,Japan,Tokyo,J.P. Morgan Chase & Co.,Finance,Strategic,Marketing Suite,67.9932,1,0.32,-12.9987,11,November,2020
5555,5556,EMEA-2023-116113,2023-10-03,Andrew Lewis,Portugal,Porto,PepsiCo,Consumer Products,Strategic,SaaS Connector Pack,10.16,2,0.0,3.4544,10,October,2023
5556,5557,EMEA-2021-125066,2021-12-14,William May,Ukraine,Kyiv,AT&T,Communications,Strategic,SaaS Connector Pack,6.16,2,0.0,1.9712,12,December,2021
5557,5558,EMEA-2021-125066,2021-12-14,William May,Ukraine,Kyiv,AT&T,Communications,Strategic,ChatBot Plugin,56.3,2,0.0,15.764,12,December,2021
5558,5559,EMEA-2021-114741,2021-12-06,Joe Lee,Israel,Tel Aviv,Allianz,Finance,SMB,Support,6.48,1,0.0,3.1104,12,December,2021
5559,5560,EMEA-2021-114741,2021-12-06,Joe Lee,Israel,Tel Aviv,Allianz,Finance,SMB,Marketing Suite - Gold,1325.85,5,0.0,238.653,12,December,2021
5560,5561,EMEA-2021-114741,2021-12-06,Joe Lee,Israel,Tel Aviv,Allianz,Finance,SMB,FinanceHub,14.94,3,0.0,6.8724,12,December,2021
5561,5562,EMEA-2023-133263,2023-04-01,Bernadette Scott,Finland,Helsinki,American Express,Finance,Strategic,ContactMatcher,34.54,1,0.0,17.27,4,April,2023
5562,5563,EMEA-2023-133263,2023-04-01,Bernadette Scott,Finland,Helsinki,American Express,Finance,Strategic,Alchemy,2999.95,5,0.0,1439.976,4,April,2023
5563,5564,EMEA-2023-133263,2023-04-01,Bernadette Scott,Finland,Helsinki,American Express,Finance,Strategic,ContactMatcher,64.12,4,0.0,30.7776,4,April,2023
5564,5565,APJ-2023-157966,2023-03-14,Molly Watson,Australia,Sydney,Philip Morris International,Consumer Products,Enterprise,ChatBot Plugin,19.456,4,0.2,2.1888,3,March,2023
5565,5566,APJ-2023-157966,2023-03-14,Molly Watson,Australia,Sydney,Philip Morris International,Consumer Products,Enterprise,Big Ol Database,209.986,2,0.3,8.9994,3,March,2023
5566,5567,APJ-2023-157966,2023-03-14,Molly Watson,Australia,Sydney,Philip Morris International,Consumer Products,Enterprise,ChatBot Plugin,29.76,5,0.2,1.86,3,March,2023
5567,5568,APJ-2023-157966,2023-03-14,Molly Watson,Australia,Sydney,Philip Morris International,Consumer Products,Enterprise,FinanceHub,89.768,1,0.3,-2.5648,3,March,2023
5568,5569,APJ-2023-157966,2023-03-14,Molly Watson,Australia,Sydney,Philip Morris International,Consumer Products,Enterprise,Alchemy,959.984,2,0.2,335.9944,3,March,2023
5569,5570,APJ-2023-157966,2023-03-14,Molly Watson,Australia,Sydney,Philip Morris International,Consumer Products,Enterprise,Support,15.552,3,0.2,5.6376,3,March,2023
5570,5571,APJ-2023-157966,2023-03-14,Molly Watson,Australia,Sydney,Philip Morris International,Consumer Products,Enterprise,Site Analytics,34.36,1,0.2,-7.3015,3,March,2023
5571,5572,AMER-2020-151162,2020-12-05,Lily Paterson,Mexico,Mexico City,Carrefour,Retail,Strategic,Support,98.376,3,0.2,35.6613,12,December,2020
5572,5573,AMER-2020-151162,2020-12-05,Lily Paterson,Mexico,Mexico City,Carrefour,Retail,Strategic,ContactMatcher,29.94,4,0.7,-23.952,12,December,2020
5573,5574,AMER-2020-151162,2020-12-05,Lily Paterson,Mexico,Mexico City,Carrefour,Retail,Strategic,Support,17.472,3,0.2,5.6784,12,December,2020
5574,5575,AMER-2020-151162,2020-12-05,Lily Paterson,Mexico,Mexico City,Carrefour,Retail,Strategic,Site Analytics,36.738,1,0.4,-9.1845,12,December,2020
5575,5576,AMER-2020-151162,2020-12-05,Lily Paterson,Mexico,Mexico City,Carrefour,Retail,Strategic,Site Analytics,179.94,2,0.4,-44.985,12,December,2020
